user_query,command,description
How do I run the `date` command and have its output update every second?,watch -n 1 'date',"Runs 'date' every second, updating the output."
"What command shows the current date and time, refreshing it every second?",watch -n 1 'date',"Runs 'date' every second, updating the output."
I want to see the `date` output continuously updated in my terminal,watch -n 1 'date',"Runs 'date' every second, updating the output."
"Show me the `date` command's output, updating live every second",watch -n 1 'date',"Runs 'date' every second, updating the output."
How can I get a real-time display of the system date that refreshes?,watch -n 1 'date',"Runs 'date' every second, updating the output."
Tell me the command to monitor the output of `date` with a one-second interval,watch -n 1 'date',"Runs 'date' every second, updating the output."
Is there a way to have `date` run repeatedly and display its changing output?,watch -n 1 'date',"Runs 'date' every second, updating the output."
"I need a command to display the date and time, updating it every second automatically",watch -n 1 'date',"Runs 'date' every second, updating the output."
"What's the Linux command to get a live, constantly refreshing view of the date?",watch -n 1 'date',"Runs 'date' every second, updating the output."
"How do I execute `date` in a loop, showing the updated output each second?",watch -n 1 'date',"Runs 'date' every second, updating the output."
Can you give me the command to display the `date` output and refresh it every second?,watch -n 1 'date',"Runs 'date' every second, updating the output."
I'm looking for a way to have the `date` command's output update automatically every second in the terminal,watch -n 1 'date',"Runs 'date' every second, updating the output."
How do I time the execution of a command in Linux?,time command,Measures the execution time of command.
What command should I use to measure how long a program takes to run?,time command,Measures the execution time of command.
I need to find out the execution duration of a specific command. How?,time command,Measures the execution time of command.
How can I benchmark the runtime performance of a Linux command?,time command,Measures the execution time of command.
What's the best way to check how much time a command consumes?,time command,Measures the execution time of command.
Could you tell me how to determine the wall-clock and CPU time of a command?,time command,Measures the execution time of command.
I want to know how long a particular command takes to complete,time command,Measures the execution time of command.
Is there a utility to report the execution time of another command?,time command,Measures the execution time of command.
How can I get a detailed breakdown of a command's execution time?,time command,Measures the execution time of command.
What's the command to get timing statistics for a program?,time command,Measures the execution time of command.
How do I measure the elapsed time of a command in the shell?,time command,Measures the execution time of command.
I need to profile the execution time of a command. What's the command for that?,time command,Measures the execution time of command.
How do I run a command when the system load is low?,batch,Schedules commands to run when system load is low.
What's the way to schedule a job to run only when the machine isn't busy?,batch,Schedules commands to run when system load is low.
I need to defer execution of a script until system resources are free; how can I do that?,batch,Schedules commands to run when system load is low.
How do I queue a command to execute when the system load drops?,batch,Schedules commands to run when system load is low.
Is there a method to run a process only when the CPU isn't heavily utilized?,batch,Schedules commands to run when system load is low.
"I want to submit a background task that runs at a low priority, when's the best time for it to execute?",batch,Schedules commands to run when system load is low.
"How can I run a resource-intensive command later, when the system is less occupied?",batch,Schedules commands to run when system load is low.
What's the best way to schedule a job during off-peak hours based on system load?,batch,Schedules commands to run when system load is low.
I'd like to run a script automatically only when the system becomes idle,batch,Schedules commands to run when system load is low.
How do I tell Linux to run a long process when it won't slow down my interactive work?,batch,Schedules commands to run when system load is low.
Can I set a command to execute when the system load average falls below a certain point?,batch,Schedules commands to run when system load is low.
I have a task that should only run when system activity is minimal; what's the appropriate tool?,batch,Schedules commands to run when system load is low.
How do I disown job 1 so it keeps running after I exit?,disown -h %1,Marks job 1 to continue running after terminal exit.
I need to make job 1 continue executing even if I close the terminal,disown -h %1,Marks job 1 to continue running after terminal exit.
Can you tell me how to detach the first background job from my session?,disown -h %1,Marks job 1 to continue running after terminal exit.
What's the command to let job 1 survive a terminal disconnect?,disown -h %1,Marks job 1 to continue running after terminal exit.
How can I ensure job 1 doesn't get killed when this shell closes?,disown -h %1,Marks job 1 to continue running after terminal exit.
I want to disown job %1 and prevent it from receiving SIGHUP,disown -h %1,Marks job 1 to continue running after terminal exit.
Could you show me how to keep job number 1 running in the background persistently?,disown -h %1,Marks job 1 to continue running after terminal exit.
"How do I run job 1 in the background indefinitely, even if my session ends?",disown -h %1,Marks job 1 to continue running after terminal exit.
Is there a way to make job 1 immune to terminal closure?,disown -h %1,Marks job 1 to continue running after terminal exit.
Please give me the command to permanently background job,disown -h %1,Marks job 1 to continue running after terminal exit.
I need to prevent the first job from stopping when I log out,disown -h %1,Marks job 1 to continue running after terminal exit.
How do I make job one persist beyond this terminal session?,disown -h %1,Marks job 1 to continue running after terminal exit.
How do I see my background jobs?,jobs -l,Lists background jobs with PIDs.
"Show me a list of my current shell's background processes, including their PIDs",jobs -l,Lists background jobs with PIDs.
What are the PIDs of my active background jobs?,jobs -l,Lists background jobs with PIDs.
Can you display my running jobs and their process IDs?,jobs -l,Lists background jobs with PIDs.
List all background jobs along with their PIDs,jobs -l,Lists background jobs with PIDs.
I need to check the status of my background jobs and get their PIDs,jobs -l,Lists background jobs with PIDs.
How can I view detailed information about my background processes?,jobs -l,Lists background jobs with PIDs.
"Show me the jobs I have running in the background, with their process IDs",jobs -l,Lists background jobs with PIDs.
Please list my background jobs and their PIDs,jobs -l,Lists background jobs with PIDs.
Display the PIDs for my shell's background tasks,jobs -l,Lists background jobs with PIDs.
"Give me a full listing of my background jobs, including the PID",jobs -l,Lists background jobs with PIDs.
I want to see which background jobs are active and what their PIDs are,jobs -l,Lists background jobs with PIDs.
Bring job 1 to the foreground,fg %1,Brings job 1 to the foreground.
Foreground job,fg %1,Brings job 1 to the foreground.
Resume job,fg %1,Brings job 1 to the foreground.
Switch to job,fg %1,Brings job 1 to the foreground.
Activate job,fg %1,Brings job 1 to the foreground.
Put job one in the foreground,fg %1,Brings job 1 to the foreground.
Can you foreground job 1 for me?,fg %1,Brings job 1 to the foreground.
I want to bring job 1 back to the front,fg %1,Brings job 1 to the foreground.
Make job 1 active,fg %1,Brings job 1 to the foreground.
Bring the first background process to the foreground,fg %1,Brings job 1 to the foreground.
How do I get job 1 into the foreground?,fg %1,Brings job 1 to the foreground.
