user_query,command,description
Run htop,htop,Interactive process viewer with enhanced UI.
Please start htop,htop,Interactive process viewer with enhanced UI.
Could you launch htop?,htop,Interactive process viewer with enhanced UI.
I want to open htop,htop,Interactive process viewer with enhanced UI.
Execute the htop command,htop,Interactive process viewer with enhanced UI.
Fire up htop,htop,Interactive process viewer with enhanced UI.
Open the htop process viewer,htop,Interactive process viewer with enhanced UI.
How do I run htop?,htop,Interactive process viewer with enhanced UI.
Begin htop now,htop,Interactive process viewer with enhanced UI.
Show me htop,htop,Interactive process viewer with enhanced UI.
Let's get htop running,htop,Interactive process viewer with enhanced UI.
"Start htop, please",htop,Interactive process viewer with enhanced UI.
Open file.txt in Vim,vim file.txt,Opens file.txt in the Vim text editor.
I want to edit file.txt using Vim,vim file.txt,Opens file.txt in the Vim text editor.
Could you please open file.txt in the Vim editor?,vim file.txt,Opens file.txt in the Vim text editor.
How do I open file.txt with Vim?,vim file.txt,Opens file.txt in the Vim text editor.
Launch Vim and load file.txt,vim file.txt,Opens file.txt in the Vim text editor.
Please open file.txt using Vim,vim file.txt,Opens file.txt in the Vim text editor.
Edit file.txt with Vim,vim file.txt,Opens file.txt in the Vim text editor.
Can you open file.txt in Vim?,vim file.txt,Opens file.txt in the Vim text editor.
I need to open file.txt in Vim,vim file.txt,Opens file.txt in the Vim text editor.
Use Vim to open file.txt,vim file.txt,Opens file.txt in the Vim text editor.
Start Vim and open file.txt,vim file.txt,Opens file.txt in the Vim text editor.
"Open this file: file.txt, in Vim",vim file.txt,Opens file.txt in the Vim text editor.
Open config.conf using Nano,nano config.conf,Opens config.conf in the Nano text editor.
Edit config.conf with Nano,nano config.conf,Opens config.conf in the Nano text editor.
Launch Nano to work on config.conf,nano config.conf,Opens config.conf in the Nano text editor.
Can you please open config.conf in the Nano editor?,nano config.conf,Opens config.conf in the Nano text editor.
I need to edit config.conf. Use Nano,nano config.conf,Opens config.conf in the Nano text editor.
Start Nano and load config.conf,nano config.conf,Opens config.conf in the Nano text editor.
Open the file named config.conf using the Nano text editor,nano config.conf,Opens config.conf in the Nano text editor.
Could you use Nano to open config.conf?,nano config.conf,Opens config.conf in the Nano text editor.
Run the command 'nano config.conf',nano config.conf,Opens config.conf in the Nano text editor.
Please open config.conf in Nano for me,nano config.conf,Opens config.conf in the Nano text editor.
"Open config.conf in the Nano editor, please",nano config.conf,Opens config.conf in the Nano text editor.
Load config.conf into Nano,nano config.conf,Opens config.conf in the Nano text editor.
